TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TX_FRAUD,TX_FRAUD_SCENARIO,TXs_LAST_1H,AMOUNT_LAST_1H,TX_HOUR,TX_DAY,TX_IS_WEEKEND,TX_HOUR_CATEGORY,AMOUNT_TO_AVG,AMOUNT_TO_AVG_DAY,AMOUNT_TO_AVG_WEEK,AMOUNT_TO_AVG_MONTH,CUSTOMER_STD,Z_SCORE,CUSTOMER_TX_FREQ,CUSTOMER_AVG_AMOUNT,TIME_SINCE_LAST_TX,NEW_TERMINAL_FLAG,MULTI_TERMINAL_FLAG,TERMINAL_FREQ,CUSTOMER_TERMINAL_FREQ,TIME_SINCE_LAST_TERMINAL_USE
149808,2024-05-02 08:50:32,1842,2364,74.22,2710232,31,0,0,1,74.22,8,5,1,Morning,1.15,0.98,1.08,1.18,29.05,0.33,263,64.511444,7384.0,1,1,51,5,160439.0
222475,2024-05-17 11:18:28,1056,2246,99.16,4015108,46,0,0,1,99.16,11,6,1,Morning,1.33,1.02,1.46,1.32,32.97,0.74,236,74.735466,49318.0,1,1,58,10,4801.0
271043,2024-05-27 13:08:28,624,1507,6.84,4885708,56,0,0,1,6.84,13,2,0,Afternoon,0.23,0.43,0.34,0.17,31.13,-0.73,188,29.442606,4785.0,1,0,59,3,107930.0
232762,2024-05-19 13:14:52,1411,146,75.39,4194892,48,0,0,1,75.39,13,1,0,Afternoon,1.46,1.35,1.51,1.46,23.69,1.01,327,51.48367,12954.0,1,1,51,9,6225.0
33815,2024-04-08 06:04:10,1596,4871,35.37,626650,7,0,0,1,35.37,6,2,0,Morning,0.66,1.0,0.75,0.66,22.8,-0.8,177,53.68695,125215.0,1,1,70,9,174962.0
49443,2024-04-11 10:09:03,855,4077,43.09,900543,10,0,0,1,43.09,10,5,1,Morning,0.57,0.93,0.54,0.58,34.39,-0.93,271,75.22509,36674.0,1,1,110,15,1702.0
61759,2024-04-13 19:22:49,1271,1735,17.21,1106569,12,0,0,1,17.21,19,7,1,Evening,0.75,1.0,0.69,0.74,10.88,-0.54,250,23.09308,4556.0,1,1,64,8,354402.0
321862,2024-06-07 08:04:47,224,3841,37.93,5817887,67,0,0,2,119.5,8,6,1,Morning,0.84,0.75,1.11,0.9,20.63,-0.34,115,45.027306,120.0,1,1,119,2,64688.0
325416,2024-06-07 21:43:36,2347,2860,10.39,5867016,67,0,0,1,10.39,21,6,1,Evening,0.68,0.58,0.65,0.65,6.96,-0.71,132,15.305303,15301.0,1,0,78,5,4447.0
44237,2024-04-10 09:03:46,1629,3442,5.44,810226,9,0,0,1,5.44,9,4,0,Morning,0.64,1.0,1.0,0.71,2.6,-1.16,15,8.465333,254003.0,1,0,88,2,63029.0
212624,2024-05-15 10:34:47,1221,1636,214.71,3839687,44,0,0,2,316.78,10,4,0,Morning,2.12,1.36,1.81,2.07,45.4,2.5,220,101.05591,107.0,1,0,83,5,72602.0
296769,2024-06-01 21:38:15,1056,4580,76.12,5348295,61,0,0,1,76.12,21,7,1,Evening,1.02,1.02,0.98,1.0,32.97,0.04,236,74.735466,15778.0,1,0,95,5,23320.0
104912,2024-04-22 21:25:01,139,825,12.4,1891501,21,0,0,1,12.4,21,2,0,Evening,0.18,0.31,0.17,0.18,30.46,-1.8,261,67.202644,18741.0,1,0,106,8,6893.0
29638,2024-04-07 08:05:28,1613,2369,158.68,547528,6,0,0,1,158.68,8,1,0,Morning,1.49,1.0,1.65,1.52,45.82,1.14,82,106.25976,50375.0,1,0,74,5,131475.0
306373,2024-06-03 23:04:57,2472,2044,71.38,5526297,63,0,0,1,71.38,23,2,0,Evening,1.23,1.0,1.66,1.55,59.08,0.23,114,57.94377,126039.0,1,0,60,1,127232.0
95,2024-04-01 02:06:28,1964,3845,5.41,7588,0,0,0,1,5.41,2,2,0,Night,0.06,0.06,0.06,0.05,48.29,-1.91,173,97.43179,-1.0,1,1,98,8,-1.0
363133,2024-06-15 17:56:20,757,848,43.08,6544580,75,0,0,2,126.75,17,7,1,Afternoon,0.86,0.81,0.76,0.84,24.13,-0.29,197,50.09949,107.0,1,1,62,4,7246.0
131783,2024-04-28 13:00:18,977,2046,10.09,2379618,27,0,0,1,10.09,13,1,0,Afternoon,0.28,0.45,0.29,0.27,16.74,-1.57,218,36.406788,12228.0,1,1,97,7,68387.0
308037,2024-06-04 09:50:22,533,3755,23.84,5565022,64,0,0,1,23.84,9,3,0,Morning,0.8,1.07,0.75,0.69,11.93,-0.5,37,29.861893,19904.0,1,0,45,2,88635.0
335550,2024-06-10 05:09:01,2146,391,138.86,6066541,70,0,0,1,138.86,5,2,0,Night,1.33,1.82,1.6,1.48,48.47,0.71,203,104.499016,68638.0,1,0,80,4,314587.0
201125,2024-05-13 01:59:57,1219,2394,149.98,3635997,42,0,0,1,149.98,1,2,0,Night,1.75,1.9,1.92,1.78,39.33,1.63,263,85.70753,44712.0,1,0,103,4,31036.0
234372,2024-05-19 19:36:10,1347,1089,85.78,4217770,48,0,0,1,85.78,19,1,0,Evening,0.84,1.0,0.93,0.78,47.79,-0.35,140,102.38872,106857.0,1,0,71,2,294835.0
314863,2024-06-05 16:00:52,1670,279,78.99,5673652,65,0,0,2,164.99,16,4,0,Afternoon,1.28,1.05,1.32,1.32,27.89,0.62,153,61.738758,1587.0,1,1,132,4,27898.0
28238,2024-04-06 20:05:41,2088,2303,10.35,504341,5,0,0,1,10.35,20,7,1,Evening,0.56,0.81,0.62,0.58,8.41,-0.97,281,18.541033,6605.0,1,0,106,13,19912.0
102686,2024-04-22 12:13:03,830,1351,108.46,1858383,21,0,0,1,108.46,12,2,0,Afternoon,1.21,0.95,1.03,1.22,38.78,0.49,209,89.31541,3626.0,1,0,110,12,123011.0
184451,2024-05-09 12:34:53,583,768,79.31,3328493,38,0,0,1,79.31,12,5,1,Afternoon,0.77,1.0,0.65,0.79,49.05,-0.47,163,102.54785,72375.0,1,0,63,4,59612.0
103769,2024-04-22 15:21:17,1601,1,0.48,1869677,21,0,0,1,0.48,15,2,0,Afternoon,0.01,0.02,0.02,0.01,21.27,-2.09,225,44.988354,8416.0,1,1,50,9,6846.0
45657,2024-04-10 13:14:13,1480,1334,18.14,825253,9,0,0,2,29.23,13,4,0,Afternoon,0.57,0.9,0.58,0.58,15.09,-0.92,296,31.998446,1490.0,1,1,73,18,3877.0
87240,2024-04-19 08:48:25,2383,4657,88.81,1586905,18,0,0,1,88.81,8,6,1,Morning,1.5,1.28,1.87,1.92,63.71,0.47,280,59.16482,53509.0,1,0,113,9,54969.0
1549,2024-04-01 09:38:29,755,2382,38.77,34709,0,0,0,1,38.77,9,2,0,Morning,0.55,0.7,0.6,0.56,33.2,-0.95,192,70.46656,-1.0,1,0,82,7,-1.0
140269,2024-04-30 09:25:48,531,2037,19.99,2539548,29,0,0,1,19.99,9,3,0,Morning,0.55,0.67,0.57,0.57,17.14,-0.95,319,36.265453,8258.0,1,1,102,9,82294.0
341864,2024-06-11 10:46:17,1905,2944,89.88,6173177,71,0,0,1,89.88,10,3,0,Morning,1.34,1.41,1.42,1.35,30.6,0.75,216,67.033844,5726.0,1,0,104,8,89824.0
109356,2024-04-23 17:43:05,1839,1320,17.03,1964585,22,0,0,1,17.03,17,3,0,Afternoon,0.94,0.9,0.93,0.91,8.49,-0.13,249,18.109678,32483.0,1,0,45,8,18564.0
191891,2024-05-11 04:30:28,1777,3880,21.23,3472228,40,0,0,1,21.23,4,7,1,Night,1.05,0.98,1.01,1.0,9.0,0.12,315,20.156382,66692.0,1,0,110,8,35350.0
129480,2024-04-28 04:49:53,2392,1482,13.51,2350193,27,1,2,1,13.51,4,1,0,Night,0.4,0.9,0.43,0.41,15.65,-1.28,128,33.515236,9823.0,1,0,94,4,36810.0
36199,2024-04-08 14:01:36,2154,1580,10.05,655296,7,0,0,1,10.05,14,2,0,Afternoon,0.54,1.0,0.57,0.54,8.71,-0.98,284,18.599367,92081.0,1,0,95,7,99555.0
276703,2024-05-28 15:46:14,714,3816,113.29,4981574,57,0,0,1,113.29,15,3,0,Afternoon,1.37,1.06,1.34,1.39,37.51,0.82,297,82.45121,17006.0,1,1,59,4,104599.0
2374,2024-04-01 12:00:57,561,4813,156.45,43257,0,0,0,1,156.45,12,2,0,Afternoon,1.91,1.5,1.76,1.98,37.28,1.99,301,82.10272,-1.0,1,1,166,11,6500.0
146787,2024-05-01 14:08:35,171,557,141.46,2642915,30,0,0,2,231.21,14,4,0,Afternoon,1.89,1.15,1.59,1.84,33.58,1.99,201,74.76926,2235.0,1,1,140,7,3850.0
41692,2024-04-09 15:54:17,255,1008,38.69,748457,8,0,0,1,38.69,15,3,0,Afternoon,0.58,0.44,0.58,0.58,31.64,-0.9,310,67.08542,8313.0,1,1,43,4,94003.0
314414,2024-06-05 14:30:55,125,2797,77.72,5668255,65,0,0,1,77.72,14,4,0,Afternoon,1.27,0.83,1.13,1.23,28.43,0.58,241,61.336018,5248.0,1,1,185,13,25033.0
16165,2024-04-04 10:27:19,2312,1669,14.63,296839,3,0,0,1,14.63,10,5,1,Morning,0.84,0.8,0.71,0.84,7.88,-0.36,307,17.472574,23706.0,1,1,80,6,73557.0
199913,2024-05-12 15:48:49,1333,2238,34.9,3599329,41,0,0,2,85.79,15,1,0,Afternoon,0.45,0.81,0.49,0.45,35.69,-1.18,283,76.99173,2082.0,1,0,89,15,127646.0
109070,2024-04-23 16:32:32,1210,894,56.39,1960352,22,0,0,1,56.39,16,3,0,Afternoon,1.24,1.27,1.13,1.23,21.4,0.51,240,45.582165,16166.0,1,1,73,10,23872.0
119314,2024-04-25 20:36:31,2333,909,64.08,2147791,24,0,0,1,64.08,20,5,1,Evening,1.68,1.61,1.65,1.63,18.55,1.4,258,38.05163,4635.0,1,0,108,5,99886.0
236612,2024-05-20 10:29:07,410,1927,93.0,4271347,49,0,0,1,93.0,10,2,0,Morning,1.58,1.45,1.39,1.52,25.31,1.36,133,58.69143,7670.0,1,0,115,2,8073.0
186578,2024-05-09 22:25:32,1825,1570,57.57,3363932,38,0,0,1,57.57,22,5,1,Evening,0.61,1.0,0.54,0.55,47.82,-0.78,195,94.85759,112832.0,1,0,77,12,44171.0
64672,2024-04-14 12:20:06,1663,2638,10.25,1167606,13,0,0,1,10.25,12,1,0,Afternoon,0.13,0.16,0.14,0.13,37.38,-1.84,268,78.91862,12337.0,1,1,55,7,618469.0
296365,2024-06-01 18:36:13,1671,806,27.58,5337373,61,0,0,1,27.58,18,7,1,Evening,0.59,0.51,0.63,0.57,23.89,-0.82,279,47.068134,47437.0,1,1,68,5,72337.0
356425,2024-06-14 11:29:37,2270,4363,88.74,6434977,74,0,0,1,88.74,11,6,1,Morning,1.3,0.95,1.31,1.26,31.64,0.64,206,68.39141,160363.0,1,0,105,4,77473.0
47409,2024-04-10 20:15:26,1625,688,20.13,850526,9,0,0,1,20.13,20,4,0,Evening,1.26,1.46,1.21,1.27,6.79,0.61,196,15.98301,28023.0,1,0,90,4,119230.0
207573,2024-05-14 10:05:50,323,717,7.41,3751550,43,0,0,1,7.41,10,3,0,Morning,1.0,0.98,0.93,1.03,3.39,0.0,266,7.4021053,15966.0,1,1,99,8,49527.0
56970,2024-04-12 19:46:06,125,1117,57.11,1021566,11,0,0,1,57.11,19,6,1,Evening,0.93,0.79,0.93,0.96,28.43,-0.15,241,61.336018,36791.0,1,0,125,7,6537.0
263644,2024-05-26 03:23:16,1843,3628,62.48,4764196,55,0,0,2,165.54,3,1,0,Night,0.76,0.72,0.69,0.74,36.94,-0.54,303,82.49614,879.0,1,1,90,6,56330.0
153008,2024-05-02 22:11:11,911,4473,19.2,2758271,31,0,0,1,19.2,22,5,1,Evening,0.97,1.41,1.08,0.95,9.65,-0.05,102,19.717255,13379.0,1,0,99,3,14187.0
269766,2024-05-27 09:27:55,1264,1111,75.2,4872475,56,0,0,1,75.2,9,2,0,Morning,0.88,1.09,1.24,0.84,40.34,-0.26,182,85.54033,5783.0,1,1,87,2,37205.0
222673,2024-05-17 11:50:41,700,693,6.1,4017041,46,0,0,1,6.1,11,6,1,Morning,0.99,1.0,0.93,1.01,2.52,-0.02,71,6.1602817,203133.0,1,0,98,4,71398.0
66797,2024-04-14 21:19:08,1877,1794,95.54,1199948,13,0,0,1,95.54,21,1,0,Evening,1.03,0.85,0.99,1.02,47.14,0.06,215,92.79014,36577.0,1,0,41,4,425.0
120411,2024-04-26 07:14:29,1137,3118,27.02,2186069,25,0,0,1,27.02,7,6,1,Morning,0.94,1.04,1.04,0.97,13.57,-0.14,174,28.886839,37019.0,1,1,65,4,161182.0
290769,2024-05-31 15:00:54,2222,498,120.82,5238054,60,0,0,1,120.82,15,6,1,Afternoon,1.74,1.37,1.68,1.73,32.49,1.58,245,69.42992,10744.0,1,1,38,7,171065.0
210275,2024-05-14 19:18:01,2259,2403,28.98,3784681,43,0,0,1,28.98,19,3,0,Evening,1.1,1.2,1.04,1.07,12.17,0.22,218,26.256102,4793.0,1,0,68,7,56260.0
186003,2024-05-09 17:49:58,1616,1716,49.23,3347398,38,0,0,1,49.23,17,5,1,Afternoon,1.53,1.23,1.29,1.36,15.89,1.08,182,32.13945,39060.0,1,0,134,5,118540.0
25159,2024-04-06 08:50:49,235,1207,9.91,463849,5,0,0,1,9.91,8,7,1,Morning,0.79,0.91,0.94,0.81,5.42,-0.48,253,12.505732,60359.0,0,0,60,5,60359.0
51318,2024-04-11 15:41:52,103,681,48.08,920512,10,0,0,1,48.08,15,5,1,Afternoon,1.9,1.26,2.06,1.78,13.41,1.69,56,25.359465,18329.0,1,1,101,3,24745.0
95970,2024-04-21 05:29:16,1066,960,24.74,1747756,20,0,0,1,24.74,5,1,0,Night,0.66,0.7,0.75,0.68,16.81,-0.74,311,37.259323,29273.0,1,0,86,4,15055.0
91045,2024-04-20 04:29:54,391,2466,16.86,1657794,19,0,0,1,16.86,4,7,1,Night,1.26,1.65,1.69,1.39,6.26,0.56,67,13.375821,59227.0,1,0,87,2,48994.0
81925,2024-04-18 06:31:59,1211,816,59.34,1492319,17,0,0,1,59.34,6,5,1,Morning,1.07,0.89,1.26,1.06,26.63,0.15,190,55.262104,52079.0,1,0,77,3,69807.0
230343,2024-05-19 04:49:07,681,3787,79.57,4164547,48,0,0,2,155.97,4,1,0,Night,1.44,1.39,1.35,1.45,25.58,0.95,296,55.36348,2701.0,1,0,80,15,237556.0
200910,2024-05-12 21:44:56,2019,4825,14.87,3620696,41,0,0,1,14.87,21,1,0,Evening,0.7,0.63,0.73,0.68,10.33,-0.63,194,21.36268,26180.0,1,0,102,7,183528.0
134500,2024-04-29 06:10:05,1259,1585,24.54,2441405,28,0,0,1,24.54,6,2,0,Morning,1.5,0.93,1.64,1.49,7.84,1.04,186,16.403011,65871.0,1,0,41,6,267948.0
366552,2024-06-16 12:48:33,253,2297,8.49,6612513,76,0,0,1,8.49,12,1,0,Afternoon,1.17,1.2,1.1,1.24,3.3,0.38,134,7.240448,13559.0,1,0,100,3,152965.0
8058,2024-04-02 14:36:35,988,4163,102.09,138995,1,0,0,1,102.09,14,3,0,Afternoon,1.41,1.0,1.24,1.47,31.34,0.94,178,72.658485,94077.0,1,1,61,3,14494.0
145960,2024-05-01 11:45:33,343,1799,23.34,2634333,30,0,0,1,23.34,11,4,0,Morning,1.15,1.02,1.12,1.13,9.26,0.33,227,20.258503,9283.0,1,1,114,7,24373.0
276529,2024-05-28 15:11:44,40,3636,59.41,4979504,57,0,0,1,59.41,15,3,0,Afternoon,0.78,0.89,0.77,0.74,32.53,-0.52,258,76.476585,16676.0,1,1,98,10,158011.0
68692,2024-04-15 10:18:34,1069,277,7.32,1246714,14,0,0,1,7.32,10,2,0,Morning,0.12,0.11,0.11,0.12,26.99,-2.0,102,61.413628,64384.0,1,0,92,3,53691.0
32717,2024-04-07 18:24:20,505,4481,36.64,584660,6,0,0,1,36.64,18,1,0,Evening,0.92,1.0,0.9,0.84,17.89,-0.18,183,39.860928,103273.0,1,0,70,5,13686.0
92525,2024-04-20 10:26:30,2164,4911,62.58,1679190,19,0,0,1,62.58,10,7,1,Morning,0.79,0.83,0.81,0.82,38.09,-0.42,199,78.72226,82008.0,1,0,50,7,181825.0
300588,2024-06-02 15:59:47,1322,465,36.64,5414387,62,0,0,1,36.64,15,1,0,Afternoon,1.01,1.06,0.98,1.06,17.39,0.02,211,36.285168,15674.0,1,1,114,9,17201.0
379552,2024-06-19 08:23:49,319,3137,126.09,6855829,79,0,0,1,126.09,8,4,0,Morning,1.53,1.65,1.47,1.45,38.87,1.12,186,82.4886,55528.0,1,1,107,7,138258.0
377207,2024-06-18 16:02:06,1932,1560,61.81,6796926,78,0,0,2,109.31,16,3,0,Afternoon,1.33,1.28,1.28,1.34,20.34,0.75,303,46.524555,337.0,1,0,103,5,13649.0
335420,2024-06-10 04:18:56,1636,2662,72.32,6063536,70,0,0,1,72.32,4,2,0,Night,0.86,0.92,0.99,0.9,38.77,-0.31,316,84.1594,51067.0,1,1,71,6,152970.0
311432,2024-06-05 03:26:59,2055,4940,57.2,5628419,65,0,0,1,57.2,3,4,0,Night,1.54,1.26,1.49,1.56,16.82,1.2,302,37.041687,27706.0,1,0,79,8,45298.0
175661,2024-05-07 14:39:50,1075,184,0.67,3163190,36,0,0,1,0.67,14,3,0,Afternoon,0.08,0.26,0.08,0.08,3.88,-1.99,210,8.395381,54046.0,1,1,161,6,13289.0
144123,2024-05-01 05:24:28,1156,4709,55.02,2611468,30,0,0,1,55.02,5,4,0,Night,0.6,1.0,0.81,0.57,39.39,-0.95,73,92.406715,62892.0,1,0,92,2,5966.0
42914,2024-04-10 02:05:06,1564,2566,37.14,785106,9,0,0,1,37.14,2,4,0,Night,0.64,0.92,0.56,0.7,28.54,-0.73,145,58.111588,34783.0,1,0,87,3,6230.0
64012,2024-04-14 10:28:42,1522,4559,6.02,1160922,13,0,0,1,6.02,10,1,0,Morning,1.08,1.52,1.09,1.12,2.48,0.19,255,5.554863,13425.0,1,1,58,13,40596.0
269168,2024-05-27 07:27:19,864,3621,105.96,4865239,56,0,0,2,245.04,7,2,0,Morning,1.22,1.04,1.12,1.27,38.73,0.49,90,86.874,1808.0,1,0,73,3,53504.0
8202,2024-04-02 15:04:56,530,3659,8.87,140696,1,0,0,1,8.87,15,3,0,Afternoon,0.87,0.9,0.95,1.1,11.64,-0.11,165,10.152243,13625.0,1,1,98,6,89473.0
294535,2024-06-01 12:07:15,239,4617,81.56,5314035,61,0,0,1,81.56,12,7,1,Afternoon,0.95,0.91,1.0,0.93,43.05,-0.1,281,86.01174,9196.0,1,0,95,3,15388.0
7545,2024-04-02 13:02:32,5,200,40.79,133352,1,0,0,1,40.79,13,3,0,Afternoon,0.7,0.96,0.8,0.58,41.47,-0.42,255,58.229176,27608.0,1,1,83,5,127876.0
870,2024-04-01 07:14:25,933,1307,95.62,26065,0,0,0,1,95.62,7,2,0,Morning,1.28,1.28,1.38,1.29,31.33,0.67,202,74.517624,-1.0,1,1,81,7,-1.0
372888,2024-06-17 18:07:57,1692,4595,44.68,6718077,77,0,0,1,44.68,18,2,0,Evening,0.58,0.58,0.59,0.56,33.16,-0.99,299,77.4806,18962.0,1,0,60,12,22397.0
151471,2024-05-02 13:58:29,507,4552,51.32,2728709,31,0,0,1,51.32,13,5,1,Afternoon,0.84,1.22,0.94,0.92,26.85,-0.36,309,60.875793,60884.0,1,1,116,8,14100.0
61570,2024-04-13 18:24:30,1091,1443,19.73,1103070,12,0,0,1,19.73,18,7,1,Evening,0.56,0.65,0.52,0.56,15.74,-0.99,194,35.253506,11220.0,1,0,61,2,163891.0
75134,2024-04-16 15:15:30,1656,2183,37.21,1350930,15,0,0,1,37.21,15,3,0,Afternoon,0.9,1.04,0.97,0.97,18.1,-0.22,295,41.144676,6634.0,1,1,88,9,937.0
71860,2024-04-16 03:23:23,1406,2332,26.69,1308203,15,0,0,1,26.69,3,3,0,Night,0.49,0.47,0.47,0.4,39.28,-0.71,264,54.397953,58109.0,1,0,74,7,131676.0
166618,2024-05-05 17:06:21,1157,2869,129.54,2999181,34,0,0,1,129.54,17,1,0,Afternoon,1.42,1.04,1.26,1.37,42.89,0.9,297,90.9569,9689.0,1,1,64,7,53386.0
66028,2024-04-14 16:30:35,421,2300,28.47,1182635,13,0,0,1,28.47,16,1,0,Afternoon,1.19,1.47,1.12,1.15,10.37,0.43,246,23.958942,5239.0,1,0,104,5,140629.0
48122,2024-04-11 05:11:39,2066,4709,4.02,882699,10,0,0,1,4.02,5,5,1,Night,0.09,0.13,0.09,0.08,22.26,-1.91,204,46.55216,45985.0,1,0,92,7,40175.0
323672,2024-06-07 13:28:46,1239,2188,77.4,5837326,67,0,0,1,77.4,13,6,1,Afternoon,0.97,1.3,1.02,0.93,36.69,-0.07,224,80.14424,12029.0,1,1,53,12,27652.0
319134,2024-06-06 14:18:33,382,360,17.49,5753913,66,0,0,1,17.49,14,5,1,Afternoon,1.07,1.09,1.02,1.02,6.96,0.17,328,16.287104,20418.0,1,1,69,10,87568.0
298979,2024-06-02 11:04:47,863,1112,128.02,5396687,62,0,0,1,128.02,11,1,0,Morning,1.45,0.88,1.26,1.69,40.75,0.98,52,88.11692,114697.0,1,0,105,1,11308.0
246980,2024-05-22 12:23:10,51,1566,52.76,4450990,51,0,0,1,52.76,12,4,0,Afternoon,0.78,0.93,0.77,0.82,32.69,-0.46,133,67.63985,24476.0,1,1,51,4,12189.0
182734,2024-05-09 07:06:24,2184,525,48.02,3308784,38,0,0,1,48.02,7,5,1,Morning,0.57,1.0,0.64,0.62,36.21,-0.99,195,83.901535,76338.0,1,0,98,4,110185.0
44071,2024-04-10 08:33:19,349,259,109.7,808399,9,0,0,2,225.39,8,4,0,Morning,1.26,1.18,1.22,1.24,41.25,0.55,257,87.00198,2215.0,1,1,35,10,246470.0
10335,2024-04-03 06:26:53,737,172,135.44,196013,2,0,0,1,135.44,6,4,0,Morning,1.45,1.0,1.37,1.38,44.75,0.94,37,93.26757,-1.0,1,0,73,4,140418.0
25545,2024-04-06 10:01:17,1518,3432,59.4,468077,5,0,0,1,59.4,10,7,1,Morning,1.0,1.0,0.88,0.94,27.15,-0.0,140,59.40693,67055.0,1,0,96,6,75566.0
294587,2024-06-01 12:16:39,136,1734,82.56,5314599,61,0,0,1,82.56,12,7,1,Afternoon,1.14,1.4,1.2,1.11,32.77,0.32,231,72.18667,88982.0,1,0,146,10,18135.0
269539,2024-05-27 08:46:45,1911,2413,46.96,4870005,56,0,0,1,46.96,8,2,0,Morning,0.97,1.18,1.06,0.92,23.63,-0.05,254,48.22807,60773.0,1,1,83,3,40117.0
298610,2024-06-02 10:03:18,694,696,23.63,5392998,62,0,0,1,23.63,10,1,0,Morning,1.55,1.52,1.38,1.6,7.28,1.15,174,15.229828,64224.0,1,0,91,4,59175.0
74643,2024-04-16 13:36:18,798,1924,113.18,1344978,15,0,0,2,169.08,13,3,0,Afternoon,1.54,1.47,1.48,1.45,32.75,1.21,215,73.40814,3430.0,1,1,157,10,1480.0
193526,2024-05-11 10:49:00,367,3497,2.85,3494940,40,0,0,1,2.85,10,7,1,Morning,0.44,0.42,0.42,0.43,2.91,-1.22,225,6.4156,57452.0,1,1,67,4,160671.0
331680,2024-06-09 09:04:11,1401,595,44.75,5994251,69,0,0,2,102.09,9,1,0,Morning,0.66,0.65,0.76,0.69,32.95,-0.71,197,68.07081,2670.0,0,1,111,5,2670.0
105395,2024-04-23 04:17:49,2215,2386,13.82,1916269,22,0,0,1,13.82,4,3,0,Night,0.57,0.65,0.62,0.69,21.16,-0.49,299,24.196287,41111.0,1,0,113,11,59778.0
185202,2024-05-09 14:47:03,1932,3642,71.99,3336423,38,0,0,2,151.71,14,5,1,Afternoon,1.55,1.34,1.51,1.55,20.34,1.25,303,46.524555,958.0,1,0,58,8,266545.0
29344,2024-04-07 07:00:44,167,640,57.35,543644,6,0,0,2,83.3,7,1,0,Morning,1.33,1.38,1.14,1.29,18.98,0.76,148,42.9677,193.0,1,0,69,6,193296.0
377487,2024-06-18 16:58:04,154,164,34.69,6800284,78,0,0,1,34.69,16,3,0,Afternoon,0.79,0.77,0.9,0.79,20.09,-0.47,297,44.175423,23719.0,1,1,54,5,36956.0
251596,2024-05-23 12:23:32,376,2735,50.46,4537412,52,0,0,1,50.46,12,5,1,Afternoon,0.62,1.0,0.61,0.62,40.91,-0.76,173,81.47225,85728.0,1,0,74,5,182998.0
306706,2024-06-04 04:10:18,695,1253,68.4,5544618,64,0,0,1,68.4,4,3,0,Night,0.73,1.11,0.72,0.55,76.8,-0.33,123,94.001785,44504.0,0,0,62,8,25786.0
40581,2024-04-09 12:36:03,772,4090,18.16,736563,8,0,0,2,83.69,12,3,0,Afternoon,0.21,0.28,0.18,0.19,40.6,-1.72,238,88.03769,807.0,1,1,132,5,175467.0
302823,2024-06-03 08:26:11,1986,659,19.98,5473571,63,0,0,3,46.47,8,2,0,Morning,1.35,1.27,1.44,1.39,6.91,0.75,318,14.798428,166.0,1,1,89,5,4238.0
179616,2024-05-08 12:15:19,881,1740,47.36,3240919,37,0,0,1,47.36,12,4,0,Afternoon,1.34,0.87,1.11,1.22,18.07,0.67,143,35.298183,17861.0,1,0,95,7,104081.0
188598,2024-05-10 10:34:30,1724,1707,52.76,3407670,39,0,0,1,52.76,10,6,1,Morning,1.14,1.26,1.34,1.18,22.34,0.3,245,46.103428,6411.0,1,1,64,6,100994.0
298827,2024-06-02 10:37:59,1948,4945,98.46,5395079,62,0,0,1,98.46,10,1,0,Morning,1.26,1.1,1.08,1.2,36.93,0.55,275,78.05316,79267.0,1,1,78,8,148919.0
244741,2024-05-22 03:54:53,1465,2408,42.32,4420493,51,0,0,2,74.92,3,4,0,Night,1.25,1.44,1.39,1.29,15.48,0.54,310,33.966774,2910.0,1,0,66,6,51183.0
30252,2024-04-07 10:05:39,1720,436,17.27,554739,6,0,0,2,79.87,10,1,0,Morning,0.21,0.43,0.26,0.21,40.8,-1.58,234,81.901535,2909.0,1,0,77,10,77448.0
269497,2024-05-27 08:41:01,1453,2075,168.47,4869661,56,0,0,2,278.79,8,2,0,Morning,2.04,1.73,1.97,2.02,38.49,2.23,191,82.65236,3065.0,1,0,75,6,68813.0
340408,2024-06-11 05:40:07,551,3512,13.93,6154807,71,0,0,1,13.93,5,3,0,Night,0.23,0.37,0.25,0.24,27.57,-1.72,194,61.21567,80030.0,1,0,84,7,3748.0
247252,2024-05-22 13:12:34,1595,1952,80.89,4453954,51,0,0,1,80.89,13,4,0,Afternoon,1.2,1.05,1.21,1.21,31.04,0.44,308,67.25347,15989.0,1,1,89,8,80010.0
269039,2024-05-27 06:58:58,2383,762,9.56,4863538,56,0,0,1,9.56,6,2,0,Morning,0.16,0.17,0.21,0.12,63.71,-0.78,280,59.16482,50886.0,1,0,66,4,2918.0
7109,2024-04-02 11:53:10,1465,4214,35.02,129190,1,0,0,2,62.25,11,3,0,Morning,1.03,1.08,1.02,1.02,15.48,0.07,310,33.966774,1106.0,1,1,79,6,73973.0
360441,2024-06-15 09:18:42,1392,3898,38.06,6513522,75,0,0,1,38.06,9,7,1,Morning,0.98,0.97,0.93,0.98,16.91,-0.05,145,38.92807,67796.0,1,0,80,2,510671.0
29744,2024-04-07 08:29:06,1506,1572,0.88,548946,6,0,0,1,0.88,8,1,0,Morning,0.02,0.02,0.02,0.02,24.27,-2.12,260,52.27769,49605.0,1,1,121,6,5791.0
271160,2024-05-27 13:25:32,1683,4939,23.51,4886732,56,0,0,1,23.51,13,2,0,Afternoon,0.71,0.96,0.9,0.73,15.59,-0.61,138,33.08884,23870.0,1,0,82,4,191757.0
